left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
-0.02202443778514862,-0.0066378116607666016,0.02202443778514862,0.0066378116607666016,-0.03458414971828461,0.15785616636276245,0.03660385310649872,0.16803669929504395,-0.0814431756734848,0.31659239530563354,0.03866980969905853,0.3475225567817688,0
-0.021732673048973083,-0.006745815277099609,0.021732673048973083,0.006745815277099609,-0.034265413880348206,0.16153067350387573,0.03699885308742523,0.1726459264755249,-0.08107240498065948,0.31986457109451294,0.03911231458187103,0.35263484716415405,0
-0.022553518414497375,-0.006365761160850525,0.022553518414497375,0.006365761160850525,-0.03481908142566681,0.16219021379947662,0.03943629562854767,0.17453856766223907,-0.07938535511493683,0.32168973982334137,0.042539313435554504,0.35449619591236115,0
-0.022114098072052002,-0.006178542971611023,0.022114098072052002,0.006178542971611023,-0.031898558139801025,0.16515304148197174,0.04513198137283325,0.17450596392154694,-0.07387372851371765,0.32890136539936066,0.049891889095306396,0.3545781522989273,0
-0.021336287260055542,-0.006072789430618286,0.021336287260055542,0.006072789430618286,-0.029345452785491943,0.1667589247226715,0.05015555024147034,0.1743083894252777,-0.07004943490028381,0.33881983160972595,0.05635938048362732,0.354751855134964,0
-0.021552443504333496,-0.00571933388710022,0.021552443504333496,0.00571933388710022,-0.02635994553565979,0.16892343759536743,0.054806023836135864,0.17394506931304932,-0.0655236542224884,0.3453798294067383,0.06354948878288269,0.3552793264389038,0
-0.02150624990463257,-0.0050598084926605225,0.02150624990463257,0.0050598084926605225,-0.024977117776870728,0.168508380651474,0.05721297860145569,0.17063835263252258,-0.06034344434738159,0.34711018204689026,0.0691005289554596,0.3528532087802887,0
-0.020618975162506104,-0.0044902414083480835,0.020618975162506104,0.0044902414083480835,-0.021344751119613647,0.16886405646800995,0.057629913091659546,0.1702614277601242,-0.05526721477508545,0.3455987423658371,0.07496431469917297,0.35274599492549896,0
-0.02083250880241394,-0.004400312900543213,0.02083250880241394,0.004400312900543213,-0.01850646734237671,0.16756892204284668,0.056753575801849365,0.17060929536819458,-0.05055561661720276,0.3459744453430176,0.07947391271591187,0.3521476984024048,0
-0.020145773887634277,-0.003921449184417725,0.020145773887634277,0.003921449184417725,-0.015885353088378906,0.16699719429016113,0.055255621671676636,0.17027801275253296,-0.04564237594604492,0.3460978865623474,0.08418044447898865,0.3511558175086975,0
-0.01949538290500641,-0.0038539618253707886,0.01949538290500641,0.0038539618253707886,-0.010302647948265076,0.16696928441524506,0.05636115372180939,0.16976039111614227,-0.03943999111652374,0.3466634601354599,0.0902521163225174,0.34918276965618134,0
-0.01872408390045166,-0.003638818860054016,0.01872408390045166,0.003638818860054016,-0.0070059895515441895,0.16712512075901031,0.05777689814567566,0.17084796726703644,-0.03496849536895752,0.34630341827869415,0.0930275022983551,0.3486170321702957,0
