left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
-0.02208702266216278,-0.007303744554519653,0.02208702266216278,0.007303744554519653,-0.03398950397968292,0.15724137425422668,0.03608421981334686,0.17266926169395447,-0.08044661581516266,0.3193058669567108,0.03879515826702118,0.35258159041404724,1
-0.02205367386341095,-0.006817519664764404,0.02205367386341095,0.006817519664764404,-0.03392447531223297,0.1598200500011444,0.03735007345676422,0.17510583996772766,-0.08031438291072845,0.32022109627723694,0.04000057280063629,0.3549470603466034,1
-0.02197664976119995,-0.006717085838317871,0.02197664976119995,0.006717085838317871,-0.033824533224105835,0.16074910759925842,0.03786206245422363,0.17614570260047913,-0.08019858598709106,0.31915977597236633,0.040367841720581055,0.3553834855556488,1
-0.02225099503993988,-0.006356522440910339,0.02225099503993988,0.006356522440910339,-0.03383989632129669,0.16178511083126068,0.04027096927165985,0.1761000007390976,-0.07889099419116974,0.32075338065624237,0.04291097819805145,0.355896458029747,1
-0.022556141018867493,-0.006246164441108704,0.022556141018867493,0.006246164441108704,-0.034228041768074036,0.16244490444660187,0.04159750044345856,0.17620600759983063,-0.07822756469249725,0.32140715420246124,0.04428739845752716,0.3562120944261551,1
-0.02219308912754059,-0.006130829453468323,0.02219308912754059,0.006130829453468323,-0.03315316140651703,0.16470129787921906,0.045812204480171204,0.17628373205661774,-0.07480825483798981,0.3293106108903885,0.05020757019519806,0.35641176998615265,1
-0.022780656814575195,-0.006083935499191284,0.022780656814575195,0.006083935499191284,-0.03286433219909668,0.1652355194091797,0.04722493886947632,0.1764202117919922,-0.07446178793907166,0.33466285467147827,0.052016377449035645,0.35692262649536133,1
-0.022111713886260986,-0.005508005619049072,0.022111713886260986,0.005508005619049072,-0.030237048864364624,0.1662701964378357,0.05109518766403198,0.17538213729858398,-0.07148537039756775,0.33948832750320435,0.05703848600387573,0.3559132218360901,1
-0.021623238921165466,-0.005301386117935181,0.021623238921165466,0.005301386117935181,-0.029999956488609314,0.16674980521202087,0.050919994711875916,0.17434963583946228,-0.07093636691570282,0.33935055136680603,0.057861194014549255,0.3551652133464813,1
-0.019797399640083313,-0.005072891712188721,0.019797399640083313,0.005072891712188721,-0.025407597422599792,0.16865745186805725,0.05553053319454193,0.1737605631351471,-0.06601189076900482,0.3451867997646332,0.06424508988857269,0.354960173368454,1
-0.020777225494384766,-0.004882067441940308,0.020777225494384766,0.004882067441940308,-0.02515074610710144,0.168114572763443,0.05534100532531738,0.17280760407447815,-0.06491762399673462,0.34604623913764954,0.06555622816085815,0.3544589579105377,1
-0.020228251814842224,-0.004492968320846558,0.020228251814842224,0.004492968320846558,-0.021994516253471375,0.1687791645526886,0.05700971186161041,0.17364314198493958,-0.06017403304576874,0.3481074273586273,0.07049150764942169,0.35430964827537537,1
-0.020994111895561218,-0.0036556869745254517,0.020994111895561218,0.0036556869745254517,-0.023815229535102844,0.16835249960422516,0.056202664971351624,0.17191369831562042,-0.05907966196537018,0.3470931798219681,0.0711001306772232,0.3526412397623062,1
-0.020141735672950745,-0.003575161099433899,0.020141735672950745,0.003575161099433899,-0.021389618515968323,0.16866843402385712,0.056365713477134705,0.17244546115398407,-0.054320886731147766,0.34699229896068573,0.07569395005702972,0.3522779196500778,1
-0.019359305500984192,-0.003626778721809387,0.019359305500984192,0.003626778721809387,-0.022253796458244324,0.1686875969171524,0.055531665682792664,0.17102231085300446,-0.0543181449174881,0.3454027324914932,0.07657490670681,0.35078223049640656,1
-0.02016158401966095,-0.003282025456428528,0.02016158401966095,0.003282025456428528,-0.020039215683937073,0.16918112337589264,0.054643288254737854,0.17108900845050812,-0.050805315375328064,0.34685422480106354,0.07966132462024689,0.35049666464328766,1
-0.020033687353134155,-0.0031515955924987793,0.020033687353134155,0.0031515955924987793,-0.019011974334716797,0.1702669858932495,0.054901182651519775,0.17075961828231812,-0.05004051327705383,0.34858250617980957,0.08126717805862427,0.3501472473144531,1
-0.020470380783081055,-0.0026540607213974,0.020470380783081055,0.0026540607213974,-0.015474796295166016,0.17014198005199432,0.05540543794631958,0.17143522202968597,-0.04520076513290405,0.34718190133571625,0.08632677793502808,0.3497147411108017,1
-0.020749256014823914,-0.0028594881296157837,0.020749256014823914,0.0028594881296157837,-0.015388533473014832,0.17033787071704865,0.05542488396167755,0.17187060415744781,-0.04506854712963104,0.34686608612537384,0.08702148497104645,0.3487388640642166,1
